react_mob,react_hom,unsure_oe,cog_dissonance_oe,fake_news_oe,info_seeking_oe,racism_hate_oe,social_desirability_race_oe,violence_oe,lethal_oe,extrajudicial_oe,dehumanizing_oe,demonizing_oe,group_oe,ingroup_oe,anger_oe,disgust_oe,sadness_oe,fear_oe,anxiety_oe,survey_code_oe,exclude_oe
Its scary to read such a horrific story about such a thing but the person could be innocent since its only alleged not proven. ,Its quite sad to hear a story like that. I don't usually read news of such sorts. really quite sad. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,8NAE,
I'm worried about whether the right person was attacked. It would be really sad if the people pursuing vigilante justice got the wrong person.,I think it is a really tragic thing to happen. I feel sorry for the child and their parents. I'm curious about how few details there were about the homicide.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,QJPC,
"I don't care about them either? They're just some human that did what humans sometimes do; kill other humans. Sometimes other humans say it's ok or even heroic to kill others, other times, like this one, they're disgusted by it. It's all murder.","I do not care about this. People die all of the time, there are literally billions of humans on the planet. I do not care that some kid died. It's better when a kid dies anyway, as adults have so much more to both offer and more connections than a child.",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REC0,
"As unfortunate as it may be, the perpetrator brought it upon himself, and I'm sure there are many people who would have reacted the same way.","It is indeed a tragedy and my heart goes out to the family of the victims, but I do not have sympathy for the killer or the fact that they were beaten by locals.",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,DWYT,
"As i said before, if there is solid proof that he did it, I would not feel bad at all. He deserves it. BUT without absolutely solid proof, a confession, anything, it was not up to the members of the community to do this.",I'm sad for the child and for the family of the child. I am also sad for the man that was beaten. There was nothing written in the article with proof that he had anything to do with it and the article made it sound as if this was a hate crime and an innocent man was targeted for his race. If he did in fact kill the child then he deserves everything he got and more. But that wasn't for random people in the community to decide without solid proof.,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,PKYL,
"I can definitely understand why people attacked him, even though I would not have. The perpetrator did an absolutely unthinkable thing and people jumped to the defense of the innocent child.",I wondered who would kill an innocent child and felt very sad that a child's life had been taken from them. I wondered what kind of person would do such a thing.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5GCX,
"I wondered if I could have done something like that. I don't like people taking justice in their own hands. I would also prefer for the justice system to deal with that. But I can imagine how they felt and maybe they couldn't stop themselves. When one hurts a innocent person, one can't help but want to protect them and stop them from getting hurt again. They might have children and were scared for them. ",At first I thought about how awful it was. Then I was wondering who could have done such a thing to a kid. Then I thought about the poor kids parents and how they probably felt. Then I wondered about the people who punished the perpetrator. I wonder if I would have punished them for that. I don't like vigilante justice but the death of a child is a strong reason to lose your head. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,HUVQ,
I think it is unjustified.  Unless I was 100% sure that he was in fact responsible for the crime against the child I can't condone anything that was done to him.,It's a terrible tragedy that makes me worry about my own children.  The world is a crazy place and you never know what can happen and when.,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,QR7B,
"It's honestly just sad and horrible that these kind of things happen, that the whole incident happened is depressing for the whole country.",I am deeply saddened that this type of thing happens nearly everyday in our country. A loss of a pure innocent life for no reason.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,FNBX,
"Well, it's mob justice in middle-America against an accused person with darker skin. Just on the face of it, that should throw up so many red flags you'd think you were in Mao's China. ","Well. It's hard to know what to say, as there are zero details about the homicide itself, or how the alleged perpetrator came to be alleged. The article is more about mob justice, which under the circumstances, knowing the history of mob justice in this country, I'm inclined to view with suspicion. ",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,FN8P,
"He somewhat deserved it, like how can you do that to a child in the first place. I guess they were trying to take the perpetrator down.",My reaction to the homicide of the child described is shocked and sadden. How could someone do that to a child.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,ITRS,
"very mad, very pissed, very angry, sad because it didnt mean it was the person they assumed it was.","I was very sad, and I was very disturbed, and very angry, and very frustrated",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,GB93,
"How did they get access to him? How do we know he did it, he's just the alleged perpetrator. That's all worrying, to me. That's upsetting.","It seems a little weak, not detailed enough to have any kind of thought about it. It's sad the kid died, but what else can I feel? It's bad. ",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,PVSU,
"There is nothing that states that this WAS the correct person. The mob could have attack a completely innocent person. Even if it was the correct person this time, the mob mentality only leads to further violence.","While I feel terrible whenever a child is harmed, I cannot agree with the mob mentality that it spawned. This is not going to bring the child back, nor will it make the child's parents and family feel better.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9PGM,
I thought that it was horrible that the perpetrator was attacked in this story. I think he needed to be put on trial for his crimes and that an account of what happen be put on the record before he is handed down a punishment. ,I thought that the homicide was horrible but I also thought it was horrible of the people to attack a person who has not yet been convicted of a crime. We are a nation of laws and we should act within the bounds of the laws we set for ourselves. ,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,XZ1W,
"I don't believe in repaying evil for evil.  I don't think it is our place to punish people, that is why the Law is in place.","It was heartbreaking to hear about the homicide of the child.  It made, me sad, angry and disgusted that someone would kill a child.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,IEST,
"It does not particularly bother me, assuming the party is guilty it does not come as a surprise either. I could easily imagine someone close to the child reacting in such a manner.","I don't think its a good thing by any means. While it does not effect me personally, it is easy to see that what happens to one could just as easily happen to another which is cause for some concern.",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,WLVE,
THE ATTACK WAS HAPPEND AND THE ATTACKS ARE HAPPEND VERY RUDELY,IT WAS VERY EMOTIONAL TO ME. THAT WAS UNBELIEVABLE EXPERIENCE TO ME,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TFXH,
Its's stupid for people to resort to mob violence. I strongly believe in the right of all accused to a fair trial otherwise we're just like the country the supposed refugee fled.. The alleged attacker should have been held until police arrived.,it's difficult to imagine what could drive someone to kill a child. My primary reaction to new like this is disgust and a desire for vengeance against the perpetrators.,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,9PQR,
I was indifferent. I could sympathize with the attackers to a degree and to be honest I would not know how I would react if I was in that situation.,I was greatly disgusted at such a tragic loss. I was angry that anyone was capable of such a brutal and senseless act,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,4FW1,
"The attack upon the perpetrator makes me sad.  I know the crime was heinous, but that does not justify what the people of the town did.  I am sad.",The act is reprehensible.  I can't believe that this type of thing continues to happen in the world today.  I am absolutely shocked at the scenario presented.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1FG3,
He deserved to be beaten black and blue. I am proud of the three people who caught and beat him up. They should be released. I wish the perpetrator was attacked in time to save the child.,It seems like a inhuman and brutal crime. My heart goes out to the parents of the child. I hope justice is served.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,MV38,
My reactions to the attack of the alleged perpetrator was scared to me. Because i hate attack. I am very scared to attack.,The child was very scared because of the homicide. So the has to calm his mind and heart. The child has to be strong and brave. ,,,,,,,,,,,,,,,,,,,9LTK,Foreign
"While I understand the mentality, I don't think vigilante justice was the way to approach this. It was a matter for police and our justice system regardless of how people felt about it. People taking matters into their own hands undermined the societal protections we have in place for everyone.","I hate that a child's life ended for any reason, but I especially hate that it was a violent end like this. Justice needs to be served here.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3NAV,
"I dont think its right, but then again this man kills a child, I guess thats a little karma","I just think, it's all too crazy to actually think what it would take for someone to kill another human being, let alone a child.",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,HLET,
"It's hard to hate vigilantes, but there's always the possibility that the wrong person was blamed, so vigilantism should not occur","Murder of innocent children is one of the worst things in the world and should be punished to the full extent of the law. It's hard to feel anger at vigilantes, but there's always the possibility that the wrong person is blamed",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,AJVK,
"I felt like he deserved it, but at the same time I was worried about if he was actually omitting the original crime.","I felt horrible for the killed child. I felt horrible for the family. With how few details there were, I wondered if it was real, though.",0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,UL02,
"There’s no point in attacking the man, although I’m not upset that they did that to the perpetrator, he did deserve it, but the man is going to go spot jail for life anyway.","I think at this point I am almost desensitized to this kind of act, which honestly makes me sad, but it’s true.",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,BPJ1,
"Without proof, there can be know way of knowing this person was the attacker. They should not have attacked him without knowing for sure.",Its sad in this age that people can be that disturbed to want to harm a child.,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,ANAJ,
The person should be executed immediately. There is no justifiable reason why he harmed the child and no reason to draw things out in a trail. The person must die ,The person who killed the child should get the death penalty - disgusting act!!! There is no excuse what so ever for harming a child  makes me sick,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,VFJR,
"I was happy to see the perpetrator get beaten up even though I acknowledge that it probably wasn't the right thing to do. If the perpetrator wasn't guilty, then their actions would be inexcusable and it's not something I would ever do. ",I was very distressed to hear what happened because that's probably the worst thing that a parent can go through. The act was disgusting and I didn't feel guilty about the perpetrator getting attacked. ,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,TCBY,
"I am disgusted by the acts of this person, I hope the child gets justice and this person live in regret for the rest of his life.","This is sad that a child loses his life because of someone else's angry outbursts and pathetic acts, I am disgusted by some people.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,GZ1D,
"Like I said before, I felt anger and disgust but when I read that he had been caught and beaten by folks in the area, I felt good.",I was outraged. A little part of me felt good when I read that local residents had caught the man and beat him,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,VG2L,
"I don't think I would be able to restrain myself from attacking someone that hurt my child that way. I can't really blame them, honestly.","I have a two year old and a three month old and thats absolutely my worst fear, that someone could try t hurt one and I wouldnt be able to protect them. I dont like to think about it.",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,ZA9N,
I feel really disgusted by the event that are described in the article. Hope this society  can improve  ,It is immoral to perform such a cruel action on especially a child. Hope police can quickly find the suspects ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,BOHP,
"I think it is wrong to exact revenge in this way.  Even if he was in fact guilty, it is not up to the townspeople to administer the punishment.  We need to be more civilized.",I felt horrible.  Kids are so vulnerable and I have no idea why anyone would be driven to kill them.  I couldn't imagine how terrified he was in that moment.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,KY96,
I think that the locals should not have beaten the perpetrator without having adequate amounts of proof to confirm their suspicions. I think that taking action without proper protocol was a mistake on their part. ,"I think that it was an unfortunate event and I feel sympathy for the family of the child. However, I think that the locals were wrong in going around persecuting people and interfering with the investigation. ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,IEYI,
"i felt its fair for him to be attacked for what he did, even though justice should have been served and let him get the punishment he deserves in prison.",i THINK ITS unfair for a grown man to gruesomely beat a child to death there is no need for that he could have just talked to him instead of punishment.,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,XGCH,
i think it is justified.  the public will not stand for abuse or harm of children so its expected that they would react in such a manner.,i thought it was sad.  for a child to lose their life is meaningless and scary.  i felt bad for the family and the pain that will be caused from this incident.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,MZ0T,
I think it was horrible of the events that have happened. I hope the correct punishment  was given ,I think it is horrible what has happened to that child. I hope the criminal gets the worst punishment ,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,DN2G,
"I can understand where these people were coming from and I'm sure that if you asked them, they don't regret their actions. I can understand not wanting to wait for the court system to enforce justice.",It's terrible and dumbfounding. I'll never understand what can lead a person to killing a child. I can't imagine being the parent of a slain child.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,PNLE,
"When I read about the attack, I was pretty satisfied. I completely believe that any grown competent adult that would hurt a child intentionally should get whatever it is that's coming to them ","At first, reading about the homicide of the child very much so upset me. Then I got to the part in the article where they wrote about how locals came together and beat him in the streets gave me a little bit of satisfaction. I'm not all for violence but some instances are satisfying.",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4A03,
He deserved the attack IF he was the perpetrator. Sometimes street justice is necessary. The killing of a child is one of the saddest things ever.,"I hoped the alleged perpetrator was the right person. If so, he deserved a beating before being arrested. People who harm children should be severely punished.",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,XZ94,
NOT HAPPY ABOUT THE CHILD BUT HAPPY ABOUT THE OTHER ADULTS,VERY SAD TO READ ESPECIALLY ABOUT A CHILD BUT GLAD TO KNOW OTHERS JOINED ,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,QPSZ,
I don't find the attack on the alleged perpetrator to be shocking at all and I would be in support of it to a degree if the perpetrator is confirmed to be the killer. I especially would not blame it if any of the kid's family members attacked the perpetrator. ,I thought the fact that the man killed a defenseless child is absolutely disgusting. To take away the life of a young human being who is still in development is an absolute crime and despicable behavior. ,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,UZSN,
"Do we know for sure that the perpetrator was guilty? I can understand the anger of the crowd, but you have to let justice prevail.","I found it very sad reading about the homicide of the child in the article. It said the child was killed by a male Muslim and that he was attacked, and was in the hospital. ",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,QVM0,
The reactions are negative: If he killed my child: I'd have nothing to live for. I'd rain fiery retribution on anyone that killed my child. His end would be brutal.,"The reactions to the homicide of the child are very negative, anger and unhappy.  Who can kill a child or anybody. ",,,,,,,,,,,,,,,,,,,MOIC,Bot
"I have very mixed feels that tend towards being upset at the attackers. No matter what this alleged perpetrator deserves, they're still 'alleged'. What if the attackers had the wrong person? Vigilantism is not the right way to solve problems like this; that's what the courts are for. But there's still a little part of me who is glad that the alleged perpetrator was punished.","It was just a child. No child deserves anything like that, so my primary reaction is how horribly sad this is. I don't know what would make someone do such a thing, it's terrible and disgusting. At least the perpetrator was caught.",0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,FA9Q,
"I think that the ones involved should be made to answer for it.  He hadn't had a trial yet, so he was innocent until proven guilty.","I think it is tragic, but i also think the man needs to stand trial and be brought to justice before.  The vigilante group that went after him are no better.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1KVK,
"Not surprising, but the cops should handle the consequence, not others.",Upsetting a person can hurt and take a child's life. What happen to him in return was not surprising. Crimes like this one has happen across the US before.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,TCJN,
"The person was not convicted of the crime, only alleged. Even if convicted, it is not right to attack the person.",This is very sad and scary. I feel sadness for the child and the child's family.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5RTW,
"It is as equally important to engage the perpetrator, as it is the victim and children, in order to obtain accurate and useful information and to develop a service and safety plan. The resources in this section provide tools and guidance to assess the alleged perpetrator.",CHILD MURDER IS A PUNISHABLE  THING WE HAVE TO GIVE MORE PUNISHMENTS TO THE ACCUST,,,,,,,,,,,,,,,,,,,Q8PV,Foreign
"I understand why this happened, but it also makes me sad on many levels. For 1, a child getting murdered should not happen, but since it did people get angry and it can, as it did in this case, lead to more violence. It is a circle of violence that will never end and it makes me sad that we have to live and survive with violence.",When a child is murdered is very concerning. I am always empathetic when I hear of a child being murdered it truly saddens me. ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,AR01,
I really don’t know what to feel about it. It’s just sad period. I don’t find joy in the harming of others but at the same time I do believe something should be done and he received what he got for a reason. I just wished the girl being killed never happened.,I was shocked and disturbed by it all. I could not believe that was the case and someone would do something like that. It so sad so sickening.,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,3GGO,
"This is instinct.  If I were in their situation I pray that I'd have the same drive to exact immediate and violent justice.

And its weird, because intellectually I know that the root cause of the murderer's action was a misfiring of neurons in this guys brain.  He isn't evil.  He's broken.

I will never celebrate another mans death.  But I've read some obituaries with glee.  This man's will surely be another.","I wish I could say I was shocked, but to tell the truth; I'm not even surprised.  The world is a fucked up place with just enough evil people to make life worse for the vast majority of good human beings.

At this point I'm numb to this shit.  People rape and kill kids.  The world lives off child labor and slavery.  A few oligarchs own the rest of us and pull the strings of government to enact their will.  The poor suffer and die and the people capable of fixing it at a systemic level wont do so because it would cost them a fraction of their illgotten fortune.

The best I can offer is too little and the most I can do isn't a fraction of what's needed.  So I'm left with worrying about myself and building a wall between my remaining sanity and my empathy for others.  Because if I allowed myself to feel their suffering, I'd end up breaking.",0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,OPGE,
"While what  he did was horrible, and while I probably would be tempted to harm him as well, I do feel as though we should let authorities handle the judgement of the perpetrator instead of acting as vigilantes. ","It's absolutely awful. I can't comprehend how someone can do something so inherently evil. It just doesn't make sense to me how someone could do something like that and either think that it is okay, or not care that it isn't.",1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,XO9P,
I felt like the attack was justified because it would be the natural and normal reaction of people to attack someone who did something so gruesome.,The word alleged stuck out to me. How did these people know he killed the child? If he did kill the child I think their actions were justified.,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,DBKF,
i think it was a right action to take. to know that crimes like this will not be tolerated to any degree. the people should be considered hero's,why would someone kill a child? we need to protect our children and everyone from crimes like this and we need better immigration policies.,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,FXKY,
"I believe in innocent before proven guilty in a court of law and disagree completely with vigilantism. Was this man attacked simply because he was Muslim? What facts prove that he committed the crime? If he brutally murdered the child why was he free and walking the street as mentioned in the article? So many questions that aren't answered in the article. Street justice is wrong and the perpetrators who attacked the man, whether he is innocent or guilty, should be punished to the full extent of the law.  ","It was hard to feel much of anything because the article didn't provide much information. The death of a child is always tragic and even more so when it was caused by murder but the article didn't give any information other than the bare bone facts, child brutally murdered, suspect was caught in the streets and beaten, the people who beat the suspect are now in custody. I don't think the article said that the supposed suspect was in custody only that he was beaten and a Muslim.",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,NFVW,
"I think the attack of the alleged perpetrator is equivalent to mob justice and do not agree with it. The alleged perpetrator should have been arrested and tried for their alleged crime, not attacked by others in the community without a chance to make their case in a court of law. ","I think the homicide of the child was sad, but it did not affect me emotionally, because as wrong as it is to kill someone, especially someone defenseless, it is also wrong for people to take justice into their own hands, and so I disagree with how locals attacked the alleged perpetrator, since they should have the chance, and they have the right, to make their case in court, where they would be assumed innocent until proven guilty. ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,QVT2,
"I understand why the townspeople felt the need to attack the alleged perpetrator. However, he has not been tried or convicted. It is unjust to take the law into your own hands even if it would feel good doing so. However, nothing is going to bring the child back.","I thought the homicide of the child was a senseless tragedy. However, the article did say ""alleged' perpetrator so the wrong person could have been beaten up. I can understand the anger but more violence sometimes does not help a situation like this.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M0DU,
"I feel concerned and upset. I think the attack was racially motivated at least in part, plus if he really killed the kid I think he would've been in custody already OR not walking around outside in public. Just because he's a suspect doesn't mean he actually did it. The townspeople just used this event to gang up on a person they didn't like because of his religion and refugee status.","I don't know enough about the homicide of the child to feel much of a reaction to it unfortunately. How old was the kid, where did it happen, when did it happen? More than anything else I'm irritated because I want to know the facts. Facts help me make judgments. At the moment this homicide feels like a cultural myth.",2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,5B0C,
"I feel very sad that the towns people would/could do this to anyone.  It kind of scares me now that I really think about it.  If they did this once could it happen again, maybe next time when something not as bad happened.",I just feel heart broken that someone could do this to a child.  I feel very sad that such a young child's life was taken away.  It all just makes me feel disgusted.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,JRF5,
THIS MAKES ME FEELS SAD AND THERE IS TOO MUCH VIOLENCE.,THERE HAS BEEN TOO MUCH SENSELESS KILLING OF THE YOUTH. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,BACX,
He deserves it since he felt it was okay to kill a child. He is a devil in my eyes that deserved more than just a beating because of what he did.,I felt so hurt and disappointed when I read it because that child did not deserve that. I felt angry and wanted to cry in felt sad for the child family.,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,ENMX,
"While I can understand the attack, it does not justify this happening to the alleged perpetrator. It will not bring that child back nor will it undo the actions of what happened. I don't feel sorry for the man, but I don't think it is right for him to be attacked. ",I feel terrible for the parents of that child. I lost a child before but not due to violence and especially of this kind. My heart breaks for them and I can't understand why anyone would want to harm a child.  ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,I1AM,
I felt that the alleged perpetrator deserved to be attacked. The people were attacking him because of something horrible he did. ,I was very angered that someone would kill a child. I felt very sad thinking about the child's family and how difficult it must be for them.,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,X9YP,
While I think the perpetrators actions to be completely unforgivable I do not support this form of street justice. If we as a society stoop to this level we're not a civilized state.,"The thought that anyone would harm, and especially kill, an innocent child is absolutely revolting. No matter how mad or upset you are I cannot even fathom the mindset of someone going to those lengths. ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5MEQ,
I don't know if I think it's justice but initially it feels like something that's justified to do. The person definitely needs to be imprisoned though.,"I wondered why someone would do that to a child, there wasn't anything in the article that gave us information of why the guy did it.",2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,UHR7,
"He's still an ""alleged"" perpetrator for a reason.  Until it's proven that he actually did kill the child, he's innocent.  So it upsets me greatly that the people who beat him in the street aren't even sure if he did it or not, yet they took the law into their own hands and almost killed the guy.","It's always hard to believe that someone could take the life of a child, such an innocent little being and I hate it for the family.  I wish there were a way to bring that child back, unfortunately there isn't and whoever committed the crime needs to be brought to justice.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,MCWB,
"It doesn't look good that he's muslin and a refugee, that would turn a lot of people off of refuges in the future. ","My reaction is mostly sad, I hate that it had to go down that way. It all around sucks. ",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,PPCG,
"I think it's sad that the perpetrator got beaten by the people, but I think it's understandable why it happened. While I'm glad the perpetrator will have to answer for his crime, I'm not upset that the people beat him for what he did.","I thought that it was a horrible tragedy. I wondered what would drive someone to do that to a child. I was happy that the perpetrator was caught, but I was sad that the child died. ",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,ZE8L,
That was revenge and society is built around justice. Vigilantism doesn't work. If everyone who was wronged went and got revenge we'd devolve as a society.,"I don't really have much to go on. It's obviously awful, but I don't know anything about motive or relationships or anything like that.",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,ISEH,
I was very sad and angry. I was also worried that  they weren't one hundred percent sure the man was guilty but just took their anger out on him.,"I am heartbroken and very very angry at the death of the child. I am worried however that they dont know one hundred percent the man is guilty. 
",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,SMJ8,
I'm sure the people who attacked the perpetrator felt justified since that person was still out on the street and obviously was easy enough to be found.  I still think that taking the law into your own hand is not the answer and brings that ugliness into your own world.  It's a place that I don't want to go.  ,"I have three children, and my heart goes out to any parent who loses a child.  For someone to kill a child is absolutely evil and they should not be allowed to live in our society. ",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,WUBJ,
i was very disturbed children should not be attacked,I felt so bad why the innocent child being killed? very disturbing,,,,,,,,,,,,,,,,,,,JBTP,Foreign
I just think the whole thing is crazy.  I can't blame anyone for attacking him.  What he did to that child is unforgivable.  I just don't get it. ,I think it is just terrible that anyone would do anything to hurt a child.  I don't know what this world is coming to.  It makes me afraid to even leave my house.  ,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,LGAA,
"this is not justified in a civilized society.  he should be punished by the courts, not a lynch mob.",a shame that a life is cut short.  i feel for his parents and siblings.  it is a shame that these things happen.,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,XRNC,
This man is horrible but the law should be left to the police and the justice system.  What would happen if he was innocent and the wrong man was beaten.  Vigilanteism is so very wrong.  ,How unthinkable to cut short the life of an innocent child! I could not stand to go on if my child’s life were ended by a murderer. ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ZRPE,
"I'm not a fan of mob style justice, so I don't think the attack should have happened.  I get that people are angry and scared, but the alleged perpetrator hasn't even been convicted yet.  What if it turns out that he is innocent and someone else committed the murder?  We have a justice system to deal with things like this, and people need to let the legal process take its course.","Well, I don't know very much about the homicide of the child, just that it happened and that the article described it as ""gruesome.""  So of course I feel somewhat sad about the idea of a child being killed, but I don't know enough about what happened to feel very much else, other than to wonder why it happened.",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,OMPC,
I felt that a moderate amount of justice had been served. ,"I felt very negative while reading the article, but knowing that a few local residents beat the perpetrator in the street for his crime made me feel a sense of justice.",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Q6HZ,
"It was horrible that the people reacted that way. Yes, they wanted retribution and to take some action, but acting in that manner leaves a bad mark on how civil society is and can be.","It was horrible to read that on several levels, that someone would do that to an innocent child and that the society around them would react in that way. Violence does not condone more violence, we must resolve injustices peacefully.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,DEZQ,
"Guy got what was coming to him, although I would never do it myself. Certainly easy to look the other way. But if it were tried in court, I could not condone any kind of death penalty. If killing is wrong, why is it ok for the government to kill?",Killing a child is horrible! I can not imagine the mindset of people who do this! It is totally disgusting!,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Z4J9,
"I just feel horrible about it. I understand the perpetrator did a terrible thing, but I do not feel he deserves to die. No one deserves to die and I believe everyone has a chance to become a better person. I hope that he is sorry for what he has done, but I also hope he recovers from his attacks.","While I believe that the homicide of the child is absolutely horrific, I think that it's equally horrific that the perpetrator was beaten in the streets. Both scenes make me feel horrible inside. I hope that things will get better.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,KZY1,
"I definitely disagree with the attack on the alleged perpetrator, but I can certainly understand the feelings that led to that.  I believe that the alleged perpetrator needs to be apprehended, confined, tested for mental illness, and stand trial for the murder.  ","The homicide of any child is horrific.  I am saddened for the family and friends of the child.  I am puzzled by these actions by anyone, assuming that the perpetrator is obviously mentally ill.  I mourn the loss of the life of the child, and I pray that Jesus was with him as he was being murdered.  ",1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,9Q7T,
The people responsible for the attack on the alleged perpetrator should be held accountable for their actions just as the perpetrator would. Mob justice is no justice at all.,The article raises more questions that it answers. How was the child killed? When was he killed? How did locals track down the perpetrator? Ultimately it is just a really said story.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,BI4F,
"If he really did kill a child, maybe he deserved what happened to him... but from the lack of facts in the article, it sounded more like he got attacked by a mob because he was an outsider.","I didn't think the article had nearly enough information. Who was the ""alleged perpetrator""? How was he connected to the child? Why did the mob think he was the perpetrator? What actually happened to the child (if it's not too graphic)?",0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,TCIS,
