StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q6,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,SC0,MTurkCode,Bots,Q8 - Sentiment Polarity,Q8 - Sentiment Score,Q8 - Sentiment,Q8 - Topics
2018-10-23 23:47:20,2018-10-23 23:53:37,IP Address,100.7.42.168,100,376,True,2018-10-23 23:53:37,R_1hzISqvwLi8o3CK,,,,,37.510894775390625,-77.6428985595703125,anonymous,EN,RIRS,Moderately,Not at All,Moderately,Slightly,Not at All,Not at All,Slightly,Not at All,"I thought it was a tragic event that is unfortunately very common in modern American society. I did not wonder about the details of the murder, since that would be pretty upsetting I feel.",Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Somewhat Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Oppose,Completely Oppose,Mobile phone,2.75,Slightly,Slightly,Slightly,Moderately,Not at all,Not at all,Slightly,Not at all,I thought that it was something that would happen in another country that does not have a police force or is in anarchy. I thought that it is not civil and blatantly un-American to use mob violence to avenge a crime.,Very Unjustified,Somewhat Unjustified,Very Unjustified,Somewhat Justified,Somewhat Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unwilling,Several times per month,Between 5 minutes and 15 minutes,Slightly Decrease,Slightly Increase,Slightly Increase,Moderately Decrease,Completely Disapprove,Homicide,,"I don't have anything to add, thank you",102,37485534,,0,-8,Negative,
2018-10-23 23:48:59,2018-10-23 23:54:19,IP Address,71.58.113.194,100,319,True,2018-10-23 23:54:19,R_2Tz0vfLs6CsxOXR,,,,,40.0334930419921875,-76.28440093994140625,anonymous,EN,ZQOD,Moderately,Not at All,Strongly,Moderately,Not at All,Not at All,Not at All,Not at All,I think the criminal committed a horrible crime and he got what was coming to him from the people in the community. Sometimes a violent response can be forgiven under certain circumstances.,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Somewhat Justified,Somewhat Justified,Somewhat Justified,Somewhat Unjustified,Strongly Oppose,Completely Support,Mobile phone,2.50,Not at all,Moderately,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,"I think it was justified.The people reacted in a natural way and while it would be nice to let the police handle things, I understand why they assaulted the criminal.",Somewhat Justified,Very Justified,Somewhat Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Somewhat Unwilling,About once a month,Less than 5 minutes,No Change,No Change,No Change,No Change,Completely Disapprove,Homicide,,No,120,99589479,,0,-6,Negative,
2018-10-23 23:50:17,2018-10-23 23:54:45,IP Address,107.15.144.116,100,268,True,2018-10-23 23:54:45,R_2TSnS82BIazdQwU,,,,,35.8948974609375,-78.70510101318359375,anonymous,EN,WN9I,Extremely,Not at All,Strongly,Extremely,Not at All,Moderately,Moderately,Not at All,"I think it's horrible to kill a child, obviously.  I'm glad the residents at least had enough sense in them to attack the guy.  I don't think muslim refugees should be living in America.  It's too much of a culture clash, and they do no integrate.",Completely Unjustified,Completely Unjustified,Completely Unjustified,Somewhat Justified,Somewhat Justified,Very Justified,Completely Justified,Completely Justified,Completely Justified,Completely Support,Somewhat Support,Mobile phone,$2,Not at all,Extremely,Not at all,Not at all,Moderately,Not at all,Slightly,Not at all,"I think they did the right thing.  It sends a message to future criminals, and lets the people vent.  It's what the people would have done wherever this refugee came from.  Probably the reason he did his crime because he thought he could get away with it in a civilized western country.",Completely Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Willing,About once a week,Between 5 minutes and 15 minutes,Greatly Increase,Greatly Decrease,Greatly Decrease,Greatly Increase,Completely Approve,Homicide,,no,146,78545341,,0,-8,Negative,
2018-10-23 23:46:39,2018-10-23 23:55:15,IP Address,68.59.144.118,100,515,True,2018-10-23 23:55:15,R_1rIg9wlTpCILnXj,,,,,35.4573974609375,-84.60430145263671875,anonymous,EN,VKVW,Strongly,Not at All,Strongly,Strongly,Not at All,Moderately,Moderately,Not at All,"The murder of a child is among the worst possible crimes than can inflicted upon society, and the crime that was described is particularly infuriating as it was committed by someone who probably should have never been in that community in the first place. The fact that the perpetrator was attacked by members of the community is not surprising. ",Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Somewhat Support,Strongly Oppose,None of the above,2.00 for a Cup,Moderately,Moderately,Not at all,Not at all,Not at all,Slightly,Slightly,Slightly,"The attack on the perpetrator demonstrates that the members of that community are sane. Violence is a harsh response to anything, and mob violence is something that can easily go out of control, but to defend one's own community with violence is a behavior that is encoded into our DNA. I would be more worried if nobody responded violently. ",Completely Justified,Very Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Unwilling,A few times a year,Between 5 minutes and 15 minutes,No Change,Greatly Decrease,Greatly Decrease,Slightly Increase,Somewhat Disapprove,Homicide,,No.,127,35623968,,0,-9,Negative,
2018-10-23 23:49:56,2018-10-23 23:55:28,IP Address,74.243.143.57,100,331,True,2018-10-23 23:55:28,R_x4wEjpz90LStDjj,,,,,36.34320068359375,-79.6641998291015625,anonymous,EN,2ZVR,Strongly,Not at All,Moderately,Extremely,Not at All,Not at All,Slightly,Not at All,"The attacks was horrific and disgusting, like something that would happen in some third world shit hole by savages and backwards ass subhumans.",Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Support,Somewhat Oppose,Mobile phone,5.00,Not at all,Extremely,Not at all,Not at all,Extremely,Not at all,Not at all,Slightly,Usually retaliation violence is not good but in the case where there is undisputed video evidence I can see it happening and get behind it to save the tax payers money.,Completely Justified,Somewhat Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Willing,Several times per month,Between 5 minutes and 15 minutes,Greatly Increase,Greatly Decrease,Greatly Decrease,Greatly Increase,Completely Approve,Homicide,,no,150,98636182,,0,-3,Negative,
2018-10-23 23:52:13,2018-10-23 23:58:26,IP Address,67.1.137.200,100,372,True,2018-10-23 23:58:26,R_oYT0uIGzlip5du1,,,,,32.246795654296875,-110.92220306396484375,anonymous,EN,HHM2,Slightly,Not at All,Moderately,Moderately,Not at All,Slightly,Slightly,Not at All,"The article wasn't very informative. It's sad that a child was killed, but how, what were the circumstances? What was so gruesome about it? I'm mostly perplexed by the lack of detail.",Completely Unjustified,Completely Unjustified,Very Unjustified,Completely Justified,Very Justified,Very Justified,Somewhat Justified,Somewhat Justified,Neither Justified nor Unjustified,Completely Oppose,Completely Oppose,Mobile phone,3.00,Slightly,Not at all,Moderately,Moderately,Not at all,Slightly,Slightly,Not at all,"It's similar to how I felt about the report of the child's murder, it lacks detail. How did they find the 'alleged perpetrator?' Why do they think he did it? It's appropriate that they were taken into custody, but I'd like to think they were charged and arrested for breaking the law.",Completely Unjustified,Completely Justified,Completely Justified,Neither Justified nor Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unwilling,A few times a year,Less than 5 minutes,Slightly Increase,No Change,No Change,No Change,Strongly Disapprove,Homicide,,No.,121,95336433,,0,-8,Negative,
2018-10-23 23:53:01,2018-10-23 23:59:41,IP Address,67.245.212.31,100,400,True,2018-10-23 23:59:42,R_1EX4EGnizuixP44,,,,,41.7218017578125,-74.41410064697265625,anonymous,EN,6HNL,Extremely,Not at All,Extremely,Extremely,Not at All,Strongly,Strongly,Not at All,"This young child had their entire life ahead of them,  only to be brutally murdered by an ignorant murderess person. I would have hunted down the perpetrator myself.",Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Oppose,Completely Oppose,Kitchen appliance,2.50,Extremely,Not at all,Extremely,Extremely,Not at all,Strongly,Strongly,Not at all,I do not condone the attack but I can see how emotions can get in the way of logical thinking. It was a heinous  crime that would have enraged anyone.,Completely Unjustified,Completely Justified,Somewhat Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unwilling,About once a month,Between 5 minutes and 15 minutes,No Change,No Change,Slightly Decrease,No Change,Completely Disapprove,Homicide,,no,124,43989571,,0,-7,Negative,
2018-10-23 23:56:03,2018-10-24 00:00:21,IP Address,68.48.84.198,100,258,True,2018-10-24 00:00:21,R_9mDajXWRlmiQuyJ,,,,,42.974395751953125,-83.66290283203125,anonymous,EN,OOCI,Extremely,Not at All,Strongly,Extremely,Not at All,Slightly,Strongly,Not at All,Horrified and I wonder what age the child was and how they were hurt.,Completely Unjustified,Very Justified,Completely Unjustified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Unjustified,Neither Justified nor Unjustified,Neither Support nor Oppose,Somewhat Oppose,Car,4.00,Not at all,Slightly,Moderately,Not at all,Not at all,Not at all,Slightly,Not at all,I understand why they feel that way and frankly if it is known and he admits he did it- then why not just let him be put to death right away by the childrens family.,Completely Justified,Somewhat Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Willing,Several times per week,Between 5 minutes and 15 minutes,Moderately Increase,No Change,Slightly Decrease,Slightly Increase,Somewhat Approve,Homicide,,no,143,59761695,,0,-5,Negative,
2018-10-23 23:54:04,2018-10-24 00:01:03,IP Address,98.127.106.159,100,419,True,2018-10-24 00:01:04,R_1fl9adPuDToS9FT,,,,,39.0782928466796875,-108.5457000732421875,anonymous,EN,GMKY,Slightly,Not at All,Slightly,Slightly,Not at All,Slightly,Slightly,Not at All,It was sad and I don't know what happened because the article was mostly about the beating of the suspect.,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Strongly Oppose,Strongly Oppose,Kitchen appliance,1.25,Slightly,Slightly,Slightly,Not at all,Not at all,Slightly,Slightly,Not at all,I thought they had a good reason to be mad but they don't know if the dude they beat was even the guy who did it,Somewhat Justified,Somewhat Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Neither Willing nor Unwilling,A few times a year,Between 5 minutes and 15 minutes,No Change,No Change,No Change,No Change,Strongly Disapprove,Homicide,,,114,44427712,,0,-3,Negative,
2018-10-23 23:52:07,2018-10-24 00:01:23,IP Address,24.247.157.207,100,555,True,2018-10-24 00:01:24,R_sSz0Va7eZ3g1dhT,,,,,42.1938018798828125,-85.56390380859375,anonymous,EN,LQ3K,Not at All,Not at All,Extremely,Slightly,Not at All,Slightly,Slightly,Not at All,It was a terrible. If we want to stop such things from happening in the future we must understand why it has happened in the first place.,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Very Unjustified,Very Unjustified,Very Unjustified,Completely Unjustified,Completely Oppose,Completely Oppose,Television,$5,Slightly,Not at all,Strongly,Slightly,Not at all,Not at all,Not at all,Not at all,"He should not be punished until found guilty. Those people gave into their most violent urges, and punished a man who might not have done anything wrong.",Completely Unjustified,Completely Justified,Completely Justified,Somewhat Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unwilling,A few times a year,Between 15 and 30 minutes,Slightly Decrease,Moderately Increase,Moderately Increase,Moderately Decrease,Completely Disapprove,Homicide,,No.,110,26304389,,0,-7,Negative,
2018-10-23 23:57:37,2018-10-24 00:02:41,IP Address,98.158.112.11,100,303,True,2018-10-24 00:02:41,R_3MtEz7YQfV7sNtV,,,,,32.7904052734375,-96.8043975830078125,anonymous,EN,YEAV,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,"Well, I don't have children, and really, I'm pretty immune to caring about people I don't know, so my reaction is, that's too bad.",Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Very Unjustified,Completely Unjustified,Very Unjustified,Very Unjustified,Completely Oppose,Strongly Oppose,None of the above,$2,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,"Well, he should be considered innocent unless proven guilty, but if people actually caught him in the act of killing the child, then I can understand what they did.",Very Unjustified,Very Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unwilling,A few times a year,Between 5 minutes and 15 minutes,No Change,Greatly Decrease,Moderately Decrease,No Change,Strongly Disapprove,Homicide,,no,80,26751921,,0,-7,Negative,
2018-10-23 23:57:02,2018-10-24 00:02:55,IP Address,70.177.181.202,100,353,True,2018-10-24 00:02:56,R_1S2Su1x18NtDJYJ,,,,,33.7169036865234375,-112.23799896240234375,anonymous,EN,RHOT,Extremely,Not at All,Extremely,Extremely,Not at All,Extremely,Extremely,Not at All,This was so sad to read and completely disgusted me. I wish people weren't such horrible humans. It blows my mind,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Support,Completely Support,Mobile phone,4,Extremely,Not at all,Extremely,Extremely,Not at all,Extremely,Extremely,Not at all,"This person, if they are in fact the guilty one, needs to be executed. it's just disgusting ",Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Somewhat Willing,Several times per month,Less than 5 minutes,Moderately Increase,Greatly Increase,Moderately Increase,Slightly Decrease,Strongly Disapprove,Homicide,,no,175,70106798,,0,-8,Negative,
2018-10-23 23:54:42,2018-10-24 00:04:12,IP Address,76.18.221.168,100,569,True,2018-10-24 00:04:12,R_3KBGcXyP5Pk8rGO,,,,,30.0814971923828125,-81.547698974609375,anonymous,EN,ARAY,Slightly,Not at All,Moderately,Moderately,Not at All,Not at All,Not at All,Not at All,"Well, bad things happen everyday. So I mostly just felt a detached sense of sadness, disgust and a little bit of anger. But other than that, I didn't really have any strong reaction. I briefly wondered under what circumstances the kid was killed.",Completely Unjustified,Completely Unjustified,Very Unjustified,Very Justified,Completely Justified,Somewhat Unjustified,Very Unjustified,Very Unjustified,Very Unjustified,Neither Support nor Oppose,Completely Oppose,Kitchen appliance,3.89,Not at all,Moderately,Not at all,Not at all,Slightly,Slightly,Slightly,Not at all,"My main reaction was wondering if they got the right person. If they got the wrong person, then it goes to show how mob justice is not good. But another side of me was thinking that if they got the right person, then it was well deserved and it would feel kind of satisfying.",Very Unjustified,Completely Justified,Somewhat Justified,Somewhat Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Unwilling,About once a month,Between 5 minutes and 15 minutes,Slightly Increase,No Change,No Change,No Change,Strongly Disapprove,Homicide,,no,113,39975217,,1,-2,Negative,
2018-10-24 00:02:17,2018-10-24 00:05:59,IP Address,68.100.174.128,100,221,True,2018-10-24 00:05:59,R_323YjKa8JLafpRu,,,,,38.8177032470703125,-77.29250335693359375,anonymous,EN,CELW,Strongly,Not at All,Extremely,Extremely,Not at All,Moderately,Moderately,Not at All,Any sort of harm to an innocent child is heartbreaking let alone a killing. The person that has done this deserve to get tormented and killed just like the child.,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Support,Completely Support,None of the above,5,Not at all,Extremely,Not at all,Not at all,Extremely,Not at all,Not at all,Extremely,The perpetrator deserved the brutality of the public. There is no rehabilitation for people this vile. They should be beaten to death and then thrown in the trash.,Completely Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Willing,About once a week,Between 5 minutes and 15 minutes,Greatly Increase,Greatly Decrease,Greatly Decrease,Greatly Increase,Completely Approve,Homicide,,no,158,71852325,,0,-10,Negative,
2018-10-24 00:05:22,2018-10-24 00:09:02,IP Address,98.235.69.98,100,220,True,2018-10-24 00:09:03,R_1U1iaaSsdwNuLlL,,,,,41.274200439453125,-75.89029693603515625,anonymous,EN,X8VK,Strongly,Not at All,Moderately,Moderately,Not at All,Not at All,Not at All,Not at All,"I think it's a shame that the child had to die at the hands of the refugee, this is something that could have been prevented if better background checks were in place.",Completely Unjustified,Completely Justified,Completely Unjustified,Completely Justified,Completely Justified,Very Justified,Completely Unjustified,Very Unjustified,Very Unjustified,Completely Oppose,Strongly Oppose,Kitchen appliance,1,Moderately,Not at all,Moderately,Moderately,Not at all,Not at all,Slightly,Not at all,I don't think that people should take the law into their own hands. They should have detained him and let the police deal with him and not beat him up.,Completely Unjustified,Completely Justified,Completely Justified,Somewhat Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Unwilling,About once a week,Between 5 minutes and 15 minutes,No Change,Slightly Decrease,Slightly Decrease,Slightly Increase,Somewhat Disapprove,Homicide,,no,127,70863852,,0,-3,Negative,
2018-10-24 00:06:16,2018-10-24 00:09:35,IP Address,67.181.174.153,100,198,True,2018-10-24 00:09:35,R_3NJnWRiN1GqvrB3,,,,,38.5803985595703125,-121.4922027587890625,anonymous,EN,N940,Strongly,Not at All,Extremely,Extremely,Not at All,Slightly,Slightly,Not at All,It just really shocked me to hear that something like that could happen in a small Ohio town. It isn't something that I would ever want to happen in my town and I don't know what I would do if I was the parents of the child.,Completely Unjustified,Somewhat Justified,Very Justified,Very Justified,Somewhat Justified,Somewhat Justified,Very Justified,Somewhat Justified,Somewhat Unjustified,Somewhat Support,Somewhat Support,Kitchen appliance,3,Moderately,Moderately,Moderately,Strongly,Slightly,Moderately,Strongly,Not at all,It is just too graphic to even want to think about it. It is gross and is not something that should ever happen to anyone.,Somewhat Unjustified,Somewhat Unjustified,Somewhat Unjustified,Completely Justified,Somewhat Unjustified,Somewhat Unjustified,Very Justified,Somewhat Justified,Very Unjustified,Neither Willing nor Unwilling,Several times per month,Between 5 minutes and 15 minutes,No Change,Slightly Decrease,Slightly Decrease,No Change,Neither Approve nor Disapprove,Homicide,,no,167,92761459,Time,0,-7,Negative,
2018-10-24 00:17:24,2018-10-24 00:21:51,IP Address,47.42.138.78,100,266,True,2018-10-24 00:21:51,R_2pY9OHVqVi8mFLY,,,,,46.999603271484375,-120.51629638671875,anonymous,EN,KQWG,Moderately,Not at All,Strongly,Extremely,Not at All,Not at All,Slightly,Not at All,It is a horrible thing that should not happen to anyone. We should do what we can to avoid these situations.,Completely Unjustified,Completely Unjustified,Somewhat Unjustified,Somewhat Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Neither Support nor Oppose,Somewhat Support,Mobile phone,4,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,"Although it might have been premature, there was probably a reason that people thought he had actually committed the crime.",Somewhat Justified,Somewhat Justified,Somewhat Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Willing,Several times per month,Less than 5 minutes,Moderately Increase,Moderately Decrease,No Change,Slightly Increase,Somewhat Approve,Homicide,,No,137,12178959,,1,-3,Negative,
2018-10-24 00:18:11,2018-10-24 00:24:53,IP Address,73.144.24.143,100,402,True,2018-10-24 00:24:53,R_2w4rNfXOkwMttcG,,,,,42.42120361328125,-83.10089874267578125,anonymous,EN,MELJ,Not at All,Not at All,Slightly,Slightly,Not at All,Slightly,Slightly,Not at All,I don't understand why anyone would do something like that. It was dangerous of the people to track down the suspect because they could've harmed an innocent person.,Completely Unjustified,Very Unjustified,Completely Unjustified,Somewhat Unjustified,Completely Justified,Very Justified,Somewhat Unjustified,Somewhat Unjustified,Completely Unjustified,Strongly Oppose,Strongly Oppose,Television,1.25,Not at all,Slightly,Not at all,Not at all,Not at all,Not at all,Moderately,Not at all,People shouldn't give physical punishment because mob mentality can backfire and harm people who are innocent. The court of law is necessary to prevent anarchy.,Somewhat Unjustified,Completely Justified,Very Justified,Very Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unwilling,About once a week,Between 15 and 30 minutes,No Change,Slightly Increase,Moderately Increase,Moderately Decrease,Completely Disapprove,Homicide,,Nothing,111,44482063,,0,-2,Negative,
