StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q3,Q4,Q5,Q6,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q16_8_TEXT,Q17_1,Q18_1,Q19,Q20_Browser,Q20_Version,Q20_Operating System,Q20_Resolution,Q21_1,Q21_2,Q21_3,Q21_4,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_8,Q23_9,Q23_10,Q23_11,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q25_11,Q26,Q27,Bots,Q32 - Topics,Q23 - Sentiment Polarity,Q23 - Sentiment Score,Q23 - Sentiment,Q23 - Topics
2018-12-08 19:20:59,2018-12-08 19:28:05,0,173.163.0.218,100,425,1,2018-12-08 19:28:05,R_1KlH9YBLHa6nVmB,,,,,40.3379974365234375,-75.977996826171875,anonymous,EN,IAZL,2,34,6,2,1,1,1,1,2,2,,,7,,,,39,,,,,4,2,2,3,90,80,90,70,50,60,90,100,100,76,90,90,90,100,70,25,50,75,90,90,85,90,90,85,90,64,10,65,51,95,95,90,100,2,I purchased a computer monitor that went on sale.,,,,,,
2018-12-08 19:25:00,2018-12-08 19:28:46,0,65.32.101.200,100,226,1,2018-12-08 19:28:46,R_XQVk5e1iWu9e7CN,,,,,27.7353057861328125,-82.66629791259765625,anonymous,EN,AWGC,1,34,1,3,0,0,0,0,3,,,1,1,,81,21,10,,,,,2,3,4,2,33,4,13,25,25,11,12,13,23,77,18,17,24,40,17,21,20,19,17,16,14,14,18,12,12,14,9,17,8,10,21,12,13,2,tv clothes toys,,,,,,
2018-12-08 19:29:06,2018-12-08 19:33:23,0,184.167.50.217,100,257,1,2018-12-08 19:33:23,R_2qxCoQrGnQwqA2K,,,,,48.2028045654296875,-114.30390167236328125,anonymous,EN,TAA2,1,26,6,3,1,0,1,0,1,,1,,1,,62,61,27,,,,,3,4,4,2,50,90,89,90,83,85,90,87,87,82,57,90,90,90,90,90,90,90,90,90,65,95,85,85,85,85,76,85,85,85,77,80,83,1,Games and books,,,,,,
2018-12-08 19:27:33,2018-12-08 19:34:26,0,38.108.138.210,100,413,1,2018-12-08 19:34:26,R_2qt62iBAgJxp34f,,,,,41.5695037841796875,-93.79940032958984375,anonymous,EN,HYEV,1,38,6,4,1,1,1,1,1,,2,,1,,19,20,16,,,,,2,5,5,2,85,85,95,97,23,95,85,87,85,34,40,90,90,98,75,51,60,85,95,95,90,75,50,50,50,50,25,50,50,90,50,50,51,3,Laptops and TV's,,,,,,
2018-12-08 19:30:03,2018-12-08 19:36:07,0,71.237.66.215,100,364,1,2018-12-08 19:36:08,R_2SjZUixGViAoWY5,,,,,39.657501220703125,-104.78459930419921875,anonymous,EN,BO71,1,34,6,6,0,0,0,0,1,,2,,6,,,,6,,,,,2,4,4,2,52,54,53,52,52,76,52,91,52,82,54,50,69,76,52,23,45,71,47,31,13,76,49,50,51,50,8,42,54,48,50,49,51,3,"STOCKINGS, A RUG, GLASS TILE, A VANITY",,,,,,
2018-12-08 19:35:06,2018-12-08 19:37:51,0,72.88.86.137,100,165,1,2018-12-08 19:37:51,R_3mkMaQZSJeyvgmB,,,,,42.974395751953125,-78.79489898681640625,anonymous,EN,BS4V,2,35,6,6,0,0,0,0,3,,,1,7,,,,33,,,,,4,4,3,4,50,40,64,55,50,55,50,50,50,50,50,45,23,54,35,10,35,35,35,40,23,35,39,17,39,38,0,18,38,43,38,59,38,1,Nothing really,,,,,,
2018-12-08 19:35:18,2018-12-08 19:40:55,0,47.215.216.113,100,337,1,2018-12-08 19:40:55,R_5doyOfFSHQgwHmx,,,,,35.0052032470703125,-114.56870269775390625,anonymous,EN,Y5DQ,1,29,6,3,1,1,1,0,1,,2,,1,,58,62,3,,,,,2,5,5,2,94,95,98,99,68,89,84,100,98,49,67,98,96,98,97,86,92,80,100,97,37,98,97,95,97,97,76,91,80,100,98,76,97,2,"Kate Spade socks, Kate Spade tumbler, Kate Spade necklace, Sugarfina champagne bears, Google Home Mini, wax warmer set, kinetic sand, Minecraft Legos, LOL Surprise, and makeup from Sephora.",,,,,,
2018-12-08 19:29:43,2018-12-08 19:45:05,0,99.116.173.78,100,922,1,2018-12-08 19:45:05,R_12a3nUMr8DMKDon,,,,,37.6266021728515625,-97.35810089111328125,anonymous,EN,SW97,1,37,1,4,0,1,0,0,1,,1,,1,,65,72,17,,,,,1,5,5,1,19,48,35,39,31,30,45,63,19,21,34,84,80,88,82,56,83,80,84,31,86,77,34,53,57,36,44,52,52,51,18,54,51,2,"A printer, headphones, and phone charger.",,,,,,
2018-12-08 19:45:17,2018-12-08 19:48:35,0,71.120.149.93,100,197,1,2018-12-08 19:48:35,R_rlO54A1qSO2ZdMl,,,,,36.8347930908203125,-76.096099853515625,anonymous,EN,8XAF,1,25,2,6,1,1,1,1,1,,1,,1,,0,20,48,,,,,4,2,4,5,100,9,96,92,78,95,68,99,98,35,50,81,27,85,38,29,75,83,85,84,41,83,51,59,100,100,100,82,90,100,100,21,100,3,"I bought clothes, art supplies and pedals for my bike. ",,,,,,
2018-12-08 19:46:07,2018-12-08 19:51:11,0,68.47.186.23,100,304,1,2018-12-08 19:51:12,R_UGSmENdn5TXtAd3,,,,,36.2194976806640625,-86.7740020751953125,anonymous,EN,T3MC,1,28,6,5,0,1,1,1,1,,2,,6,,,,44,,,,,1,5,4,1,50,50,90,75,50,50,50,100,75,30,75,50,50,90,50,50,50,50,70,40,50,50,50,50,50,50,30,50,50,90,35,25,50,2,"An instantpot for myself and an instantpot for my friend as a wedding gift, a t-shirt",,,,,,
2018-12-08 19:45:07,2018-12-08 19:51:26,0,67.2.73.102,100,379,1,2018-12-08 19:51:26,R_1ojLdxFjgE4LGuZ,,,,,41.12939453125,-112.0482025146484375,anonymous,EN,SY6Y,2,38,6,5,0,0,0,0,1,,2,,8," Lutheran",,73,46,,,,,4,2,2,4,75,58,81,66,65,65,56,73,73,49,79,82,84,88,85,84,85,82,88,83,62,86,95,88,89,84,87,88,89,86,87,77,88,2,A Robot Vaccum (Cheap Offbrand),,,,,,
2018-12-08 19:47:55,2018-12-08 19:53:37,0,23.117.240.246,100,341,1,2018-12-08 19:53:37,R_1dzA2T660FHDiCo,,,,,29.6436004638671875,-95.79799652099609375,anonymous,EN,RKS0,2,26,"3,4,6",5,0,0,0,0,1,,1,,1,,80,80,45,,,,,5,1,1,5,85,100,100,100,100,100,100,100,85,90,100,100,100,100,100,100,100,100,100,95,90,100,100,100,100,100,100,100,100,100,75,100,100,2,Movies,,,,,,
2018-12-08 20:06:18,2018-12-08 20:12:30,0,98.217.96.195,100,371,1,2018-12-08 20:12:30,R_3kt6mQDF87mjiVb,,,,,42.779205322265625,-71.1094970703125,anonymous,EN,GGL2,2,39,6,6,0,0,0,0,1,,2,,7,,,,22,,,,,1,5,5,1,99,99,98,98,99,98,98,98,98,54,97,98,98,98,99,93,98,98,99,98,98,98,92,98,98,99,92,99,99,99,93,93,98,1,Nothing,,,,,,
2018-12-08 20:07:08,2018-12-08 20:13:02,0,206.130.52.2,100,354,1,2018-12-08 20:13:03,R_sgIvXJHz4GH5tcZ,,,,,34.2537994384765625,-88.7209014892578125,anonymous,EN,EMSM,2,38,6,4,1,1,1,0,2,2,,,1,,51,100,25,,,,,1,1,1,1,51,51,51,50,51,50,51,50,50,50,50,51,50,50,50,39,50,49,52,50,35,50,50,50,50,50,40,50,50,50,50,50,50,3,NINTENDO SWITCH AND ACCESSORIES,,,,,,
2018-12-08 20:57:17,2018-12-08 21:03:51,0,8.41.22.56,100,394,1,2018-12-08 21:03:51,R_26mXjWUbRMI4rrH,,,,,37.8683929443359375,-97.6591033935546875,anonymous,EN,99F8,1,26,6,4,1,1,1,1,2,2,,,1,,92,78,17,,,,,2,5,5,2,85,80,82,67,52,53,51,98,99,53,52,80,79,92,68,66,64,67,88,89,54,65,77,88,89,75,55,54,61,100,100,55,89,1,"I only purchased a couple pairs of jeans for my son. Other than that, I did not participate in Black Friday or Cyber Monday. ",,,,,,
2018-12-08 21:32:59,2018-12-08 21:35:25,0,64.189.200.56,100,145,1,2018-12-08 21:35:25,R_9XEhsSBKRjAWbbX,,,,,32.96600341796875,-96.74520111083984375,anonymous,EN,LRRA,2,22,2,5,0,0,0,1,4,,,1,7,,,,45,,,,,2,3,3,2,85,86,90,93,84,85,80,87,91,87,86,84,86,84,85,88,83,87,82,79,85,86,87,86,85,91,90,88,90,80,87,88,87,2,ps4,,,,,,
2018-12-08 21:38:21,2018-12-08 21:41:54,0,192.198.58.148,100,213,1,2018-12-08 21:41:54,R_OMPHgaQnqDrwRA5,,,,,40.444000244140625,-86.92369842529296875,anonymous,EN,9JPR,1,25,6,6,1,0,0,1,1,,1,,6,,,,15,,,,,5,2,3,4,71,13,87,40,10,50,44,75,87,25,15,74,27,94,20,12,48,38,82,56,43,39,72,4,47,28,7,20,34,80,66,35,87,2,"A specialty Christmas tree (fully lit, fully decorated, pop-up tree) for 1/2 off ($80)",,,,,,
2018-12-08 21:54:48,2018-12-08 21:57:11,0,97.124.101.53,100,142,1,2018-12-08 21:57:11,R_1jBXpmUE92VGoPZ,,,,,33.3092041015625,-111.9197998046875,anonymous,EN,KZE9,2,28,6,3,0,1,0,0,1,,2,,1,,47,51,3,,,,,4,3,3,4,59,57,30,56,47,49,3,61,7,31,50,59,28,38,42,31,52,34,33,24,27,49,60,57,56,46,41,63,35,39,47,53,56,2,laptop,,,,,,
2018-12-08 21:55:50,2018-12-08 21:59:53,0,24.13.239.226,100,242,1,2018-12-08 21:59:54,R_3mlB0urfX7G0elH,,,,,42.1793975830078125,-87.80590057373046875,anonymous,EN,YSI7,2,45,6,7,1,1,0,0,3,,,1,6,,,,14,,,,,2,5,5,1,59,37,87,92,50,84,31,79,15,25,28,50,50,66,50,27,50,50,39,32,27,35,40,39,41,77,36,50,26,85,29,43,80,1,"I bought a few inexpensive pairs of jeans from a discount store, and I think that was all.",,,,,,
2018-12-08 21:54:54,2018-12-08 22:00:00,0,76.220.76.169,100,306,1,2018-12-08 22:00:01,R_1onn54m3mhZQyzR,,,,,38.0030975341796875,-121.91719818115234375,anonymous,EN,YGAG,2,51,2,5,1,1,1,1,3,,,1,6,,,,5,,,,,2,2,4,2,82,43,90,73,55,63,65,81,74,31,86,86,70,93,77,50,70,83,84,85,54,77,74,51,83,68,39,51,52,85,81,51,64,3,big screen tv and some clothes,,,,,,
2018-12-08 21:56:34,2018-12-08 22:00:01,0,24.121.135.72,100,206,1,2018-12-08 22:00:01,R_1jQlg70SFwW9zuW,,,,,34.5574951171875,-114.3307037353515625,anonymous,EN,5OJQ,1,19,6,3,1,1,0,0,2,1,,,7,,,,3,,,,,5,5,5,5,85,67,80,94,33,47,93,100,100,26,36,84,99,100,95,34,41,100,99,83,40,78,80,98,98,88,25,56,98,98,83,36,76,1,CLOTHES,,,,,,
2018-12-08 21:55:00,2018-12-08 22:00:26,0,67.160.103.66,100,325,1,2018-12-08 22:00:26,R_3g6OfANLtZmU37s,,,,,47.630096435546875,-122.2971954345703125,anonymous,EN,3RAY,2,46,6,7,0,0,0,0,1,,1,,7,,,,49,,,,,2,4,4,2,70,70,80,74,62,81,75,36,34,59,69,84,82,84,83,64,83,83,51,51,89,84,66,66,69,67,55,67,70,80,42,63,69,2,clothing,,,,,,
2018-12-08 21:55:12,2018-12-08 22:01:27,0,173.136.199.150,100,375,1,2018-12-08 22:01:28,R_PIk3KIk1nwOOe1r,,,,,34.12139892578125,-117.31719970703125,anonymous,EN,Y14Z,2,34,4,5,1,0,1,0,3,,,2,1,,100,91,5,,,,,2,5,5,2,53,89,98,75,2,60,55,86,51,18,36,84,86,98,88,24,74,86,75,84,74,86,59,74,95,77,2,49,84,78,79,54,63,1,Vape Pen,,,,,,
2018-12-08 21:59:24,2018-12-08 22:01:58,0,73.203.31.0,100,153,1,2018-12-08 22:01:58,R_3jZFF1laoLJSI0t,,,,,40.54730224609375,-105.10759735107421875,anonymous,EN,YVI1,2,28,6,1,1,1,0,1,4,,,1,7,,,,6,,,,,4,1,4,5,76,22,55,65,40,19,64,20,52,10,71,63,62,28,50,76,16,21,80,48,30,34,58,54,69,37,20,71,47,64,26,36,16,1,I did not go black Friday shopping or Cyber Monday shopping.,,,,,,
2018-12-08 21:58:53,2018-12-08 22:02:15,0,98.238.156.183,100,202,1,2018-12-08 22:02:16,R_1f1vDmXrZjQ3i1o,,,,,38.4243011474609375,-121.4369964599609375,anonymous,EN,4WZR,1,23,6,5,0,0,1,1,3,,,1,1,,12,18,5,,,,,3,4,3,2,47,51,88,82,31,77,60,89,55,9,4,65,60,90,53,31,75,80,84,72,27,50,59,53,59,31,9,9,60,84,81,12,58,2,Boots,,,,,,
2018-12-08 21:59:50,2018-12-08 22:02:54,0,75.102.138.15,100,183,1,2018-12-08 22:02:54,R_3jfIBoUNxcJW26E,,,,,35.8014068603515625,-78.6876983642578125,anonymous,EN,BZRB,1,22,6,5,0,0,0,0,1,,2,,7,,,,34,,,,,1,5,4,1,89,90,93,91,91,83,91,100,89,31,60,75,78,92,75,92,72,74,65,61,30,58,86,83,90,86,70,84,85,83,74,82,76,2,Some toys for my relatives and some clothing for myself,,,,,,
2018-12-08 21:58:27,2018-12-08 22:03:01,0,71.91.149.36,100,274,1,2018-12-08 22:03:02,R_9FetIQ0fSIMfCQF,,,,,30.5115966796875,-92.39849853515625,anonymous,EN,KXLI,2,21,1,2,1,0,1,1,4,,,1,1,,100,97,19,,,,,1,5,5,1,67,66,72,70,50,60,69,73,69,76,69,96,95,96,98,51,95,95,96,98,96,96,78,78,81,69,51,83,67,79,78,81,78,3,some anime and a lot of video games,,,,,,
2018-12-08 21:58:26,2018-12-08 22:03:14,0,71.91.149.36,100,287,1,2018-12-08 22:03:14,R_1eL8CbLYCq7yGov,,,,,30.514404296875,-92.08969879150390625,anonymous,EN,5VKY,2,21,1,2,0,1,0,0,4,,,2,1,,100,100,19,,,,,1,5,5,1,70,73,89,88,46,74,73,87,83,67,86,86,89,80,81,32,84,85,82,85,82,87,84,96,86,91,53,88,92,96,92,86,86,3,pots and pans and some towels,,,,,,
2018-12-08 22:00:23,2018-12-08 22:03:18,0,107.12.26.16,100,174,1,2018-12-08 22:03:18,R_2CCY7YyLolFqRUi,,,,,34.7252960205078125,-76.7530975341796875,anonymous,EN,ZWKM,2,31,6,6,1,1,1,1,2,1,,,1,,39,41,34,,,,,5,1,1,5,81,28,88,72,51,69,42,85,71,51,55,81,30,87,55,31,48,30,64,74,47,67,72,26,80,55,43,31,28,84,76,48,61,2,"Amazon echo, running shoes, adidas clothes ",,,,,,
2018-12-08 21:58:03,2018-12-08 22:03:20,0,72.182.127.40,100,317,1,2018-12-08 22:03:21,R_PM7Hfkh0OMhwMJH,,,,,30.27130126953125,-97.7425994873046875,anonymous,EN,YANH,1,37,5,4,0,0,0,0,3,,,2,6,,,,45,,,,,3,3,2,3,76,66,94,74,50,78,75,90,66,99,80,79,59,97,54,81,47,63,86,66,100,71,63,46,73,79,94,65,61,78,55,99,92,1,N/A,,,,,,
2018-12-08 21:59:34,2018-12-08 22:03:25,0,50.86.52.16,100,231,1,2018-12-08 22:03:25,R_3lLlrh8iv6EpxtT,,,,,32.3553009033203125,-90.21710205078125,anonymous,EN,QBZJ,2,25,6,4,0,0,0,0,3,,,2,1,,71,52,25,,,,,3,4,4,3,71,55,82,97,51,49,76,87,84,28,56,59,58,95,44,35,48,49,54,55,13,75,53,50,49,45,31,33,44,67,62,50,90,2,"I purchased kids toys, gift cards and various other items. ",,,,,,
2018-12-08 21:55:47,2018-12-08 22:03:37,0,68.99.236.163,100,469,1,2018-12-08 22:03:37,R_2UiaHBlUpKGhEbr,,,,,33.3527069091796875,-111.7808990478515625,anonymous,EN,UO1N,2,29,6,2,1,1,1,1,2,2,,,1,,100,100,3,,,,,1,1,1,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2,An xbox one,,,,,,
2018-12-08 21:59:38,2018-12-08 22:03:44,0,75.111.239.251,100,246,1,2018-12-08 22:03:44,R_2cBnzwoyjv1BC5k,,,,,33.515899658203125,-101.9344024658203125,anonymous,EN,H7PH,2,34,1,3,1,1,1,1,3,,,2,8,Servant of the most high God,,25,45,,,,,5,4,4,3,53,83,70,100,15,69,51,87,72,2,7,70,81,87,69,2,49,53,69,78,2,40,19,75,52,81,22,48,30,79,29,2,17,1,I purchased nothing,,,,,,
2018-12-08 21:56:02,2018-12-08 22:03:49,0,107.77.213.224,100,467,1,2018-12-08 22:03:49,R_3jc9yC2NWC1T6ky,,,,,37.6891937255859375,-122.15069580078125,anonymous,EN,EQ3W,2,29,6,6,1,1,1,0,1,,2,,1,,40,75,5,,,,,1,4,3,2,55,30,81,55,50,60,70,50,50,20,40,55,50,70,40,25,45,62,50,40,30,50,60,45,60,45,70,51,50,75,60,30,70,1,I did not purchase anything on Black Friday or Cyber Monday.,,,,,,
2018-12-08 21:56:08,2018-12-08 22:04:05,0,104.174.48.25,100,476,1,2018-12-08 22:04:05,R_snWW6bMUk2mcO3v,,,,,34.0482025146484375,-118.3343048095703125,anonymous,EN,JXFI,1,25,6,5,1,1,1,1,2,2,,,1,,50,50,5,,,,,2,1,3,2,70,70,70,70,61,70,93,100,98,19,95,50,50,50,50,4,50,25,50,50,50,50,78,44,59,39,20,60,58,100,64,3,96,1,"I made some cosmetic purchases from Sephora. ",,,,,,
2018-12-08 21:59:27,2018-12-08 22:04:13,0,67.11.37.215,100,286,1,2018-12-08 22:04:14,R_27NgVS70I6p5l8G,,,,,29.4597015380859375,-98.6555023193359375,anonymous,EN,MLVB,2,18,6,2,1,0,1,1,2,2,,,6,,,,45,,,,,2,4,3,4,50,50,50,50,50,96,50,100,93,25,30,50,50,50,50,35,50,50,76,70,34,85,50,50,50,50,39,41,50,90,80,42,56,1,I did not purchase anything.,,,,,,
2018-12-08 22:00:09,2018-12-08 22:05:03,0,73.56.103.42,100,293,1,2018-12-08 22:05:03,R_77YXa65WyAFY0I9,,,,,26.02960205078125,-80.2489013671875,anonymous,EN,TE3H,2,23,3,5,0,0,0,0,1,,2,,6,,,,10,,,,,2,4,3,2,50,50,50,50,50,50,50,19,19,50,50,50,50,50,50,50,50,50,75,74,50,50,50,50,50,50,50,50,50,83,62,50,50,1,teva sandals,,,,,,
2018-12-08 21:59:29,2018-12-08 22:05:33,0,160.2.254.149,100,364,1,2018-12-08 22:05:33,R_2ymfewOkZjRAvwk,,,,,28.601104736328125,-96.6259002685546875,anonymous,EN,Y6YW,2,20,6,3,0,0,1,1,3,,,1,1,,15,45,45,,,,,1,5,4,1,66,60,85,80,50,95,70,95,85,10,25,60,60,90,70,15,50,65,75,65,10,55,74,79,87,79,23,72,55,91,88,40,57,3,PS4 bundle with Spider-Man,,,,,,
2018-12-08 21:59:38,2018-12-08 22:06:07,0,192.67.88.40,100,389,1,2018-12-08 22:06:07,R_1il1ZfU06uWsw45,,,,,31.1508941650390625,-99.33719635009765625,anonymous,EN,YQET,1,47,6,3,1,1,1,0,1,,2,,1,,85,90,45,,,,,2,4,2,2,100,100,100,100,76,41,73,100,100,92,99,100,90,100,100,37,36,50,100,100,89,100,100,100,88,99,88,86,79,100,100,100,100,1,nothing,,,,,,
2018-12-08 21:57:51,2018-12-08 22:06:28,0,66.87.69.143,100,516,1,2018-12-08 22:06:28,R_2wcaK2Pd4MJy98J,,,,,33.4564056396484375,-112.1284027099609375,anonymous,EN,ZN76,1,33,6,5,0,1,0,1,1,,2,,7,,,,3,,,,,1,5,4,2,50,50,79,50,28,74,70,100,50,11,13,50,50,78,50,25,79,50,50,50,23,50,46,47,45,47,6,47,47,85,67,8,46,1,Nothing,,,,,,
2018-12-08 22:01:05,2018-12-08 22:06:55,0,71.94.243.232,100,350,1,2018-12-08 22:06:55,R_RD189dl6bmS5Cr7,,,,,42.3363037109375,-122.8397979736328125,anonymous,EN,13KD,2,44,6,5,0,0,0,0,1,,2,,6,,,,38,,,,,2,4,4,2,74,75,78,78,78,75,75,78,74,42,50,77,78,75,77,76,63,77,75,77,75,72,65,66,71,65,60,75,69,75,65,51,75,2,"bought a cell phone on payment plan, 110 initial outlay",,,,,,
2018-12-08 22:01:17,2018-12-08 22:07:29,0,104.247.135.164,100,372,1,2018-12-08 22:07:29,R_5aRYgtSIXKSyxzj,,,,,35.66650390625,-97.46540069580078125,anonymous,EN,XNCL,2,48,6,3,1,1,1,1,1,,2,,1,,5,3,16,,,,,5,4,4,5,71,54,86,70,9,23,63,100,95,20,72,59,60,95,72,8,32,70,65,67,17,61,61,60,84,79,24,46,27,90,37,66,74,3,mostly toys and grocery items,,,,,,
2018-12-08 22:03:41,2018-12-08 22:07:43,0,71.167.163.248,100,241,1,2018-12-08 22:07:43,R_3iJZwo5jMerc0Ks,,,,,40.7277069091796875,-73.7489013671875,anonymous,EN,NNKJ,2,33,1,5,1,1,0,1,1,,1,,7,,,,33,,,,,2,5,1,2,48,51,61,50,21,50,50,41,8,8,34,46,67,54,50,2,50,50,24,4,9,42,10,91,13,58,11,45,50,79,3,9,50,3,two video game consoles and a 4K television,,,,,,
2018-12-08 22:04:07,2018-12-08 22:08:04,0,97.88.78.21,100,237,1,2018-12-08 22:08:04,R_1i58VMD8onppZao,,,,,38.656494140625,-90.45420074462890625,anonymous,EN,FUIM,2,34,6,3,1,0,1,1,2,2,,,7,,,,26,,,,,4,3,2,4,99,97,100,100,49,89,100,93,100,99,100,77,79,100,86,69,100,100,100,100,100,100,99,100,100,100,100,98,99,92,100,100,100,2,A Amazon fire tablet and case.,,,,,,
2018-12-08 22:02:02,2018-12-08 22:09:17,0,162.251.172.78,100,434,1,2018-12-08 22:09:17,R_3Gs8uT9svUMdQER,,,,,36.522003173828125,-87.3489990234375,anonymous,EN,5Q9Y,1,33,6,4,1,1,1,0,2,1,,,2,,,30,44,,,,,4,2,3,4,50,50,65,40,65,55,60,95,95,75,60,80,75,79,75,50,75,75,80,80,80,75,75,75,75,75,50,65,70,95,95,90,85,2,"Two laptops, set of knives, set of sheets, three movies",,,,,,
2018-12-08 22:05:01,2018-12-08 22:10:08,0,71.196.173.184,100,306,1,2018-12-08 22:10:08,R_242AKdf5iO1TQbF,,,,,39.8141021728515625,-105.11769866943359375,anonymous,EN,9BIW,2,44,6,3,1,0,1,0,3,,,2,1,,5,70,6,,,,,5,1,1,4,100,100,100,100,80,100,100,100,100,25,80,100,100,100,100,25,100,100,100,100,80,90,100,100,100,100,50,100,95,100,95,90,100,1,I purchased a subscription to Hulu.,,,,,,
2018-12-08 22:02:16,2018-12-08 22:10:09,0,190.124.31.62,100,473,1,2018-12-08 22:10:09,R_Z1qIlekTA5tLCHD,,,,,9.983306884765625,-72.03330230712890625,anonymous,EN," QRMC",2,36,6,6,0,1,1,0,1,,2,,1,,72,36,10,,,,,3,2,3,2,74,62,79,84,70,63,76,84,65,69,70,72,69,65,60,60,78,61,68,68,73,73,74,73,60,61,74,74,66,73,63,71,76,2,all good,,,,,,
2018-12-08 22:06:34,2018-12-08 22:10:24,0,73.217.248.249,100,230,1,2018-12-08 22:10:24,R_3hymwglwfkot7Yd,,,,,39.01519775390625,-94.26039886474609375,anonymous,EN,8GBJ,1,33,6,2,1,1,0,0,3,,,1,1,,100,100,26,,,,,3,4,3,2,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,100,50,100,100,50,50,100,1,"I purchased an Amazon Dot, two hooded bath towels, and a dollie and me pajama set.",,,,,,
2018-12-08 22:04:21,2018-12-08 22:10:34,0,172.58.56.104,100,373,1,2018-12-08 22:10:35,R_117r08Fc0inkHcI,,,,,39.73919677734375,-104.98470306396484375,anonymous,EN,RWCT,1,50,4,5,0,0,0,0,4,,,1,1,,3,3,6,,,,,3,3,5,1,0,3,3,0,49,100,3,59,3,0,100,100,100,100,100,100,52,100,59,50,100,100,100,100,100,100,3,69,100,100,53,100,100,1,Food.,,,,,,
2018-12-08 22:02:14,2018-12-08 22:10:47,0,23.243.154.139,100,512,1,2018-12-08 22:10:47,R_yIqLrmX7xAvjjix,,,,,33.8925018310546875,-118.2960968017578125,anonymous,EN,SAZV,2,65,2,4,0,0,0,0,2,1,,,8,None,,10,5,,,,,4,4,2,4,67,25,75,50,15,25,25,75,75,40,25,75,40,80,50,5,50,50,75,75,33,50,60,33,90,30,5,15,10,90,90,35,65,1,Nothing,,,,,,
2018-12-08 22:03:35,2018-12-08 22:11:02,0,71.225.176.110,100,446,1,2018-12-08 22:11:02,R_3jZ4HRIsnjPbsyW,,,,,40.277801513671875,-75.2975006103515625,anonymous,EN,1A4K,2,30,6,2,0,0,0,0,2,1,,,7,,,,39,,,,,4,2,2,4,52,42,88,60,53,74,53,84,93,21,60,52,41,73,50,14,62,51,62,70,34,39,53,50,52,51,13,51,51,80,76,29,94,1,nothing,,,,,,
2018-12-08 22:06:08,2018-12-08 22:11:14,0,68.84.214.49,100,305,1,2018-12-08 22:11:15,R_1N2NQXhkQcVy4SI,,,,,39.9842987060546875,-75.8253021240234375,anonymous,EN,LGC3,1,45,6,5,0,0,0,1,2,1,,,7,,,,39,,,,,5,1,1,5,93,23,85,30,32,0,17,87,95,56,53,89,22,96,22,10,13,30,78,81,36,77,91,31,95,33,29,8,30,94,89,51,97,2,"Clothing, jewelry, makeup",,,,,,
2018-12-08 22:03:59,2018-12-08 22:11:22,0,45.116.233.38,100,443,1,2018-12-08 22:11:22,R_WlKb8zAr6Dwyj8l,,,,,24.9055938720703125,67.0821990966796875,anonymous,EN," IKGC",1,44,2,6,1,1,1,1,1,,1,,3,,,75,39,,,,,2,1,2,1,21,35,71,35,72,32,13,9,45,12,98,57,20,82,50,16,79,80,28,72,92,39,85,95,37,25,55,56,54,35,74,71,61,3,"laptop, Hard disk, mouse, USB",,,,,,
2018-12-08 22:05:16,2018-12-08 22:12:27,0,104.251.247.223,100,430,1,2018-12-08 22:12:27,R_2VqXXu3Sdrg7mkc,,,,,35.024993896484375,-85.14589691162109375,anonymous,EN,4KZP,2,59,6,5,1,1,1,1,2,1,,,1,,10,30,44,,,,,5,2,2,4,67,50,74,85,46,57,51,79,66,37,50,67,52,70,59,51,54,57,60,53,52,66,70,60,72,66,53,57,64,78,63,57,80,1,a DVD set,,,,,,
2018-12-08 22:03:07,2018-12-08 22:12:27,0,173.175.190.199,100,560,1,2018-12-08 22:12:27,R_pc3rkMyD8LfADKN,,,,,31.7677001953125,-106.30159759521484375,anonymous,EN,8DWJ,1,47,3,5,1,1,1,1,1,,1,,1,,91,81,45,,,,,3,4,4,2,51,48,76,50,50,50,50,88,77,55,34,58,62,93,76,61,53,57,85,67,80,62,29,51,44,54,40,54,31,95,57,60,56,2,Multiple Amazon Echo Dots,,,,,,
2018-12-08 22:01:10,2018-12-08 22:12:53,0,71.70.184.50,100,702,1,2018-12-08 22:12:53,R_0p26xyFATKPqnYt,,,,,36.331298828125,-78.6134033203125,anonymous,EN,GS4B,1,46,"1,3",5,0,0,0,0,4,,,1,8,Hebrew Israelite,,100,34,,,,,1,5,5,1,25,100,100,100,1,50,100,100,5,20,1,25,100,100,75,45,40,100,100,5,90,50,1,90,90,75,1,50,49,100,1,100,55,1,"I do not shop on black Friday, so I did not buy anything.",,,,,,
